State,State_abbrev,Year,Beer (Per capita consumption),Wine (Per capita consumption),Spirits (Per capita consumption),All beverages (Per capita consumption),id
Oregon,OR,2004,1.23,0.49,0.72,2.44,41
Oregon,OR,2003,1.2,0.47,0.69,2.36,41
Oregon,OR,2002,1.22,0.46,0.66,2.34,41
Oregon,OR,2001,1.22,0.43,0.65,2.3,41
Oregon,OR,2000,1.2,0.44,0.64,2.28,41
Oregon,OR,1999,1.21,0.43,0.63,2.27,41
Oregon,OR,1998,1.2,0.43,0.61,2.25,41
Oregon,OR,1997,1.19,0.44,0.6,2.24,41
Oregon,OR,1996,1.23,0.44,0.61,2.27,41
Oregon,OR,1995,1.21,0.42,0.59,2.23,41
Oregon,OR,1994,1.23,0.37,0.62,2.21,41
Oregon,OR,1993,1.24,0.43,0.64,2.31,41
Oregon,OR,1992,1.29,0.46,0.67,2.41,41
Oregon,OR,1991,1.28,0.44,0.67,2.38,41
Oregon,OR,1990,1.32,0.47,0.73,2.51,41
Oregon,OR,1989,1.28,0.47,0.7,2.46,41
Oregon,OR,1988,1.29,0.52,0.72,2.52,41
Oregon,OR,1987,1.28,0.53,0.73,2.54,41
Oregon,OR,1986,1.28,0.55,0.74,2.57,41
Oregon,OR,1985,1.25,0.55,0.77,2.58,41
Oregon,OR,1984,1.28,0.53,0.82,2.63,41
Oregon,OR,1983,1.32,0.53,0.85,2.7,41
Oregon,OR,1982,1.32,0.52,0.88,2.72,41
Oregon,OR,1981,1.37,0.5,0.92,2.79,41
Oregon,OR,1980,1.36,0.5,0.94,2.81,41
Oregon,OR,1979,1.36,0.47,0.94,2.77,41
Oregon,OR,1978,1.32,0.46,0.96,2.74,41
Oregon,OR,1977,1.3,0.45,0.94,2.7,41
Pennsylvania,PA,2016,1.31,0.33,0.72,2.36,42
Pennsylvania,PA,2015,1.31,0.32,0.7,2.33,42
Pennsylvania,PA,2014,1.32,0.32,0.7,2.34,42
Pennsylvania,PA,2013,1.34,0.31,0.68,2.33,42
Pennsylvania,PA,2012,1.36,0.31,0.67,2.34,42
Pennsylvania,PA,2011,1.37,0.3,0.66,2.33,42
Pennsylvania,PA,2010,1.37,0.29,0.64,2.3,42
Pennsylvania,PA,2009,1.37,0.28,0.63,2.27,42
Pennsylvania,PA,2008,1.36,0.26,0.61,2.23,42
Pennsylvania,PA,2007,1.35,0.25,0.58,2.18,42
Pennsylvania,PA,2006,1.32,0.23,0.55,2.1,42
Pennsylvania,PA,2005,1.32,0.23,0.55,2.11,42
Pennsylvania,PA,2004,1.3,0.23,0.53,2.06,42
Pennsylvania,PA,2003,1.31,0.22,0.51,2.04,42
Pennsylvania,PA,2002,1.35,0.21,0.49,2.06,42
Pennsylvania,PA,2001,1.33,0.2,0.48,2.02,42
Pennsylvania,PA,2000,1.29,0.2,0.47,1.96,42
Pennsylvania,PA,1999,1.27,0.2,0.46,1.92,42
Pennsylvania,PA,1998,1.21,0.18,0.45,1.85,42
Pennsylvania,PA,1997,1.32,0.18,0.45,1.95,42
Pennsylvania,PA,1996,1.26,0.17,0.45,1.88,42
Pennsylvania,PA,1995,1.26,0.17,0.45,1.88,42
Pennsylvania,PA,1994,1.28,0.18,0.47,1.93,42
Pennsylvania,PA,1993,1.31,0.17,0.48,1.96,42
Pennsylvania,PA,1992,1.3,0.18,0.51,1.99,42
Pennsylvania,PA,1991,1.36,0.17,0.52,2.05,42
Pennsylvania,PA,1990,1.42,0.18,0.55,2.15,42
Pennsylvania,PA,1989,1.38,0.18,0.57,2.13,42
Pennsylvania,PA,1988,1.41,0.19,0.54,2.14,42
Pennsylvania,PA,1987,1.4,0.2,0.62,2.22,42
Pennsylvania,PA,1986,1.4,0.21,0.64,2.25,42
Pennsylvania,PA,1985,1.38,0.21,0.65,2.23,42
Pennsylvania,PA,1984,1.38,0.21,0.67,2.26,42
Pennsylvania,PA,1983,1.41,0.22,0.67,2.31,42
Pennsylvania,PA,1982,1.44,0.23,0.7,2.37,42
Pennsylvania,PA,1981,1.42,0.23,0.72,2.38,42
Pennsylvania,PA,1980,1.45,0.22,0.71,2.39,42
Pennsylvania,PA,1979,1.4,0.22,0.72,2.34,42
Pennsylvania,PA,1978,1.35,0.21,0.73,2.3,42
Pennsylvania,PA,1977,1.34,0.2,0.74,2.27,42
Rhode Island,RI,2016,0.94,0.58,1.05,2.57,44
Rhode Island,RI,2015,0.96,0.57,0.99,2.52,44
Rhode Island,RI,2014,1.02,0.51,0.86,2.39,44
Rhode Island,RI,2013,1,0.58,0.98,2.56,44
Rhode Island,RI,2012,1.03,0.59,0.97,2.58,44
Rhode Island,RI,2011,1.04,0.58,0.94,2.55,44
Rhode Island,RI,2010,1.07,0.56,0.92,2.55,44
Rhode Island,RI,2009,1.07,0.55,0.85,2.47,44
Rhode Island,RI,2008,1.09,0.52,0.84,2.46,44
Rhode Island,RI,2007,1.1,0.53,0.82,2.45,44
Rhode Island,RI,2006,1.07,0.51,0.83,2.41,44
Rhode Island,RI,2005,0.98,0.49,0.82,2.29,44
Rhode Island,RI,2004,1.13,0.5,0.8,2.42,44
Rhode Island,RI,2003,1.13,0.51,0.8,2.45,44
Rhode Island,RI,2002,1.17,0.48,0.74,2.4,44
Rhode Island,RI,2001,1.19,0.46,0.7,2.36,44
Rhode Island,RI,2000,1.16,0.46,0.7,2.31,44
Rhode Island,RI,1999,1.14,0.45,0.69,2.28,44
Rhode Island,RI,1998,1.14,0.47,0.63,2.24,44
Rhode Island,RI,1997,1.22,0.44,0.64,2.3,44
Rhode Island,RI,1996,1.16,0.42,0.66,2.24,44
Rhode Island,RI,1995,1.18,0.38,0.63,2.19,44
Rhode Island,RI,1994,1.23,0.38,0.66,2.27,44
Rhode Island,RI,1993,1.22,0.36,0.69,2.27,44
Rhode Island,RI,1992,1.24,0.39,0.7,2.33,44
Rhode Island,RI,1991,1.33,0.37,0.71,2.41,44
Rhode Island,RI,1990,1.31,0.44,0.79,2.54,44
Rhode Island,RI,1989,1.35,0.46,0.86,2.67,44
Rhode Island,RI,1988,1.38,0.49,0.96,2.82,44
Rhode Island,RI,1987,1.39,0.51,0.93,2.83,44
Rhode Island,RI,1986,1.4,0.53,0.92,2.85,44
Rhode Island,RI,1985,1.4,0.51,1.03,2.93,44
Rhode Island,RI,1984,1.37,0.52,1.03,2.92,44
Rhode Island,RI,1983,1.48,0.5,1.06,3.04,44
Rhode Island,RI,1982,1.34,0.55,1.04,2.94,44
Rhode Island,RI,1981,1.36,0.53,1.04,2.92,44
Rhode Island,RI,1980,1.46,0.53,1.13,3.13,44
Rhode Island,RI,1979,1.42,0.49,1.08,2.98,44
Rhode Island,RI,1978,1.37,0.48,1.13,2.98,44
Rhode Island,RI,1977,1.35,0.42,1.09,2.86,44
South Carolina,SC,2016,1.18,0.25,0.79,2.22,45
South Carolina,SC,2015,1.21,0.25,0.79,2.25,45
South Carolina,SC,2014,1.23,0.25,0.8,2.28,45
South Carolina,SC,2013,1.26,0.25,0.8,2.31,45
South Carolina,SC,2012,1.28,0.25,0.79,2.32,45
South Carolina,SC,2011,1.29,0.25,0.78,2.31,45
South Carolina,SC,2010,1.31,0.24,0.76,2.31,45
South Carolina,SC,2009,1.35,0.24,0.76,2.34,45
South Carolina,SC,2008,1.39,0.24,0.76,2.4,45
South Carolina,SC,2007,1.42,0.24,0.76,2.42,45
South Carolina,SC,2006,1.45,0.24,0.76,2.45,45
South Carolina,SC,2005,1.43,0.24,0.75,2.42,45
South Carolina,SC,2004,1.39,0.24,0.76,2.38,45
South Carolina,SC,2003,1.38,0.23,0.74,2.35,45
South Carolina,SC,2002,1.4,0.22,0.67,2.3,45
South Carolina,SC,2001,1.4,0.22,0.65,2.27,45
South Carolina,SC,2000,1.49,0.22,0.72,2.43,45
South Carolina,SC,1999,1.48,0.22,0.72,2.41,45
South Carolina,SC,1998,1.44,0.21,0.72,2.37,45
South Carolina,SC,1997,1.48,0.2,0.71,2.4,45
South Carolina,SC,1996,1.38,0.21,0.71,2.3,45
South Carolina,SC,1995,1.33,0.19,0.68,2.2,45
South Carolina,SC,1994,1.38,0.17,0.74,2.29,45
South Carolina,SC,1993,1.36,0.2,0.75,2.3,45
South Carolina,SC,1992,1.34,0.2,0.79,2.33,45
South Carolina,SC,1991,1.34,0.22,0.84,2.41,45
South Carolina,SC,1990,1.44,0.25,0.92,2.61,45
South Carolina,SC,1989,1.39,0.24,0.86,2.49,45
South Carolina,SC,1988,1.38,0.26,0.9,2.54,45
South Carolina,SC,1987,1.35,0.27,0.89,2.52,45
South Carolina,SC,1986,1.31,0.27,0.93,2.52,45
South Carolina,SC,1985,1.28,0.25,1,2.53,45
South Carolina,SC,1984,1.27,0.24,1.01,2.52,45
South Carolina,SC,1983,1.27,0.2,1.02,2.49,45
South Carolina,SC,1982,1.23,0.2,0.99,2.43,45
South Carolina,SC,1981,1.24,0.19,1.04,2.48,45
South Carolina,SC,1980,1.22,0.18,1.06,2.45,45
South Carolina,SC,1979,1.18,0.16,1.12,2.45,45
South Carolina,SC,1978,1.14,0.17,1.15,2.45,45
South Carolina,SC,1977,1.12,0.16,1.09,2.37,45
South Dakota,SD,2016,1.46,0.31,1.1,2.87,46
South Dakota,SD,2015,1.48,0.29,1.02,2.79,46
South Dakota,SD,2014,1.5,0.25,0.99,2.74,46
South Dakota,SD,2013,1.52,0.28,1.02,2.81,46
South Dakota,SD,2012,1.53,0.26,0.96,2.76,46
South Dakota,SD,2011,1.51,0.28,0.97,2.77,46
South Dakota,SD,2010,1.53,0.24,0.92,2.69,46
South Dakota,SD,2009,1.54,0.22,0.89,2.65,46
South Dakota,SD,2008,1.57,0.22,0.87,2.66,46
South Dakota,SD,2007,1.52,0.22,0.87,2.61,46
South Dakota,SD,2006,1.51,0.19,0.79,2.5,46
South Dakota,SD,2005,1.5,0.19,0.83,2.52,46
South Dakota,SD,2004,1.51,0.18,0.76,2.45,46
South Dakota,SD,2003,1.52,0.16,0.74,2.41,46
South Dakota,SD,2002,1.51,0.15,0.67,2.34,46
South Dakota,SD,2001,1.49,0.15,0.71,2.35,46
South Dakota,SD,2000,1.46,0.15,0.69,2.3,46
South Dakota,SD,1999,1.43,0.14,0.7,2.27,46
South Dakota,SD,1998,1.41,0.13,0.68,2.23,46
South Dakota,SD,1997,1.33,0.13,0.69,2.15,46
South Dakota,SD,1996,1.33,0.13,0.68,2.15,46
South Dakota,SD,1995,1.35,0.12,0.73,2.21,46
South Dakota,SD,1994,1.38,0.12,0.73,2.24,46
South Dakota,SD,1993,1.35,0.12,0.73,2.2,46
South Dakota,SD,1992,1.37,0.15,0.74,2.26,46
South Dakota,SD,1991,1.37,0.15,0.76,2.27,46
South Dakota,SD,1990,1.36,0.18,0.8,2.34,46
South Dakota,SD,1989,1.3,0.15,0.72,2.17,46
South Dakota,SD,1988,1.25,0.16,0.79,2.21,46
South Dakota,SD,1987,1.27,0.2,0.81,2.28,46
South Dakota,SD,1986,1.26,0.2,0.83,2.29,46
South Dakota,SD,1985,1.23,0.18,0.95,2.35,46
South Dakota,SD,1984,1.28,0.17,0.9,2.35,46
South Dakota,SD,1983,1.31,0.17,0.96,2.44,46
South Dakota,SD,1982,1.29,0.18,0.97,2.44,46
South Dakota,SD,1981,1.31,0.19,1.04,2.54,46
South Dakota,SD,1980,1.3,0.18,1.07,2.56,46
South Dakota,SD,1979,1.23,0.17,1.04,2.44,46
South Dakota,SD,1978,1.2,0.17,1.05,2.42,46
South Dakota,SD,1977,1.16,0.17,1.07,2.39,46
Tennessee,TN,2016,1.02,0.33,0.79,2.14,47
Tennessee,TN,2015,1.03,0.27,0.76,2.06,47
Tennessee,TN,2014,1.04,0.25,0.73,2.02,47
Tennessee,TN,2013,1.05,0.25,0.7,2,47
Tennessee,TN,2012,1.07,0.25,0.68,2,47
Tennessee,TN,2011,1.13,0.24,0.66,2.04,47
Tennessee,TN,2010,1.04,0.22,0.61,1.88,47
Tennessee,TN,2009,1.05,0.21,0.57,1.83,47
Tennessee,TN,2008,1.1,0.2,0.57,1.87,47
Tennessee,TN,2007,1.13,0.2,0.56,1.9,47
Tennessee,TN,2006,1.14,0.19,0.56,1.89,47
Tennessee,TN,2005,1.19,0.19,0.55,1.92,47
Tennessee,TN,2004,1.22,0.18,0.53,1.93,47
Tennessee,TN,2003,1.27,0.18,0.52,1.96,47
Tennessee,TN,2002,1.17,0.17,0.51,1.86,47
Tennessee,TN,2001,1.15,0.16,0.5,1.81,47
Tennessee,TN,2000,1.19,0.16,0.51,1.85,47
Tennessee,TN,1999,1.19,0.15,0.49,1.83,47
Tennessee,TN,1998,1.19,0.15,0.5,1.84,47
Tennessee,TN,1997,1.14,0.15,0.5,1.8,47
Tennessee,TN,1996,1.14,0.15,0.51,1.8,47
Tennessee,TN,1995,1.17,0.15,0.51,1.83,47
Tennessee,TN,1994,1.18,0.15,0.53,1.86,47
Tennessee,TN,1993,1.2,0.14,0.54,1.87,47
Tennessee,TN,1992,1.21,0.14,0.56,1.9,47
Tennessee,TN,1991,1.19,0.13,0.54,1.87,47
Tennessee,TN,1990,1.22,0.14,0.6,1.96,47
Tennessee,TN,1989,1.2,0.14,0.6,1.93,47
Tennessee,TN,1988,1.22,0.15,0.61,1.97,47
Tennessee,TN,1987,1.19,0.15,0.63,1.97,47
Tennessee,TN,1986,1.18,0.16,0.63,1.98,47
Tennessee,TN,1985,1.12,0.16,0.68,1.97,47
Tennessee,TN,1984,1.11,0.15,0.7,1.97,47
Tennessee,TN,1983,1.11,0.14,0.7,1.95,47
Tennessee,TN,1982,1.13,0.14,0.7,1.97,47
Tennessee,TN,1981,1.14,0.13,0.71,1.98,47
Tennessee,TN,1980,1.1,0.12,0.69,1.91,47
Tennessee,TN,1979,1.1,0.11,0.7,1.91,47
Tennessee,TN,1978,1.12,0.1,0.7,1.93,47
Tennessee,TN,1977,1.07,0.1,0.69,1.86,47
Texas,TX,2016,1.3,0.34,0.69,2.34,48
Texas,TX,2015,1.28,0.33,0.67,2.29,48
Texas,TX,2014,1.25,0.33,0.65,2.24,48
Texas,TX,2013,1.3,0.32,0.63,2.25,48
Texas,TX,2012,1.33,0.32,0.63,2.28,48
Texas,TX,2011,1.35,0.31,0.61,2.27,48
Texas,TX,2010,1.35,0.29,0.59,2.23,48
Texas,TX,2009,1.41,0.28,0.58,2.26,48
Texas,TX,2008,1.43,0.27,0.58,2.28,48
Texas,TX,2007,1.41,0.27,0.56,2.24,48
Texas,TX,2006,1.43,0.26,0.55,2.24,48
Texas,TX,2005,1.43,0.25,0.53,2.2,48
Texas,TX,2004,1.45,0.24,0.52,2.21,48
Texas,TX,2003,1.46,0.23,0.51,2.19,48
Texas,TX,2002,1.49,0.22,0.5,2.21,48
Texas,TX,2001,1.51,0.21,0.49,2.21,48
Texas,TX,2000,1.53,0.22,0.5,2.25,48
Texas,TX,1999,1.54,0.2,0.49,2.23,48
Texas,TX,1998,1.52,0.2,0.5,2.21,48
Texas,TX,1997,1.56,0.19,0.47,2.22,48
Texas,TX,1996,1.57,0.2,0.49,2.26,48
Texas,TX,1995,1.58,0.19,0.5,2.27,48
Texas,TX,1994,1.6,0.2,0.51,2.31,48
Texas,TX,1993,1.6,0.2,0.53,2.33,48
Texas,TX,1992,1.65,0.24,0.55,2.45,48
Texas,TX,1991,1.6,0.25,0.55,2.4,48
Texas,TX,1990,1.64,0.26,0.58,2.47,48
Texas,TX,1989,1.62,0.27,0.58,2.46,48
Texas,TX,1988,1.61,0.28,0.59,2.47,48
Texas,TX,1987,1.62,0.29,0.61,2.52,48
Texas,TX,1986,1.67,0.31,0.65,2.63,48
Texas,TX,1985,1.68,0.3,0.73,2.71,48
Texas,TX,1984,1.73,0.28,0.79,2.8,48
Texas,TX,1983,1.72,0.27,0.79,2.78,48
Texas,TX,1982,1.83,0.18,0.84,2.84,48
Texas,TX,1981,1.84,0.24,0.85,2.94,48
Texas,TX,1980,1.75,0.22,0.8,2.77,48
Texas,TX,1979,1.7,0.14,0.84,2.68,48
Texas,TX,1978,1.64,0.14,0.82,2.6,48
Texas,TX,1977,1.59,0.14,0.78,2.51,48
Utah,UT,2016,0.63,0.19,0.52,1.34,49
Utah,UT,2015,0.65,0.2,0.54,1.39,49
Utah,UT,2014,0.66,0.19,0.52,1.37,49
Utah,UT,2013,0.67,0.19,0.51,1.36,49
Utah,UT,2012,0.69,0.19,0.5,1.37,49
Utah,UT,2011,0.68,0.18,0.49,1.36,49
Utah,UT,2010,0.7,0.18,0.47,1.35,49
Utah,UT,2009,0.72,0.17,0.47,1.36,49
Utah,UT,2008,0.76,0.17,0.47,1.41,49
Utah,UT,2007,0.77,0.16,0.44,1.38,49
Utah,UT,2006,0.73,0.16,0.44,1.33,49
Utah,UT,2005,0.7,0.16,0.41,1.27,49
Utah,UT,2004,0.76,0.15,0.39,1.3,49
Utah,UT,2003,0.76,0.14,0.39,1.3,49
Utah,UT,2002,0.77,0.14,0.39,1.3,49
Utah,UT,2001,0.77,0.14,0.39,1.3,49
Utah,UT,2000,0.75,0.14,0.4,1.29,49
Utah,UT,1999,0.74,0.13,0.38,1.25,49
Utah,UT,1998,0.77,0.13,0.37,1.27,49
Utah,UT,1997,0.75,0.13,0.39,1.27,49
Utah,UT,1996,0.73,0.13,0.37,1.23,49
Utah,UT,1995,0.71,0.11,0.37,1.19,49
Utah,UT,1994,0.76,0.09,0.38,1.24,49
Utah,UT,1993,0.78,0.11,0.39,1.28,49
Utah,UT,1992,0.79,0.12,0.42,1.33,49
Utah,UT,1991,0.8,0.12,0.43,1.34,49
Utah,UT,1990,0.8,0.12,0.46,1.39,49
Utah,UT,1989,0.81,0.13,0.47,1.41,49
Utah,UT,1988,0.82,0.14,0.48,1.45,49
Utah,UT,1987,0.84,0.15,0.49,1.49,49
Utah,UT,1986,0.88,0.16,0.52,1.57,49
Utah,UT,1985,0.89,0.15,0.53,1.57,49
Utah,UT,1984,0.89,0.14,0.52,1.55,49
Utah,UT,1983,0.89,0.14,0.51,1.54,49
Utah,UT,1982,1.01,0.15,0.55,1.7,49
Utah,UT,1981,1.02,0.15,0.59,1.75,49
Utah,UT,1980,0.96,0.14,0.6,1.7,49
Utah,UT,1979,0.94,0.15,0.59,1.68,49
Utah,UT,1978,0.93,0.14,0.59,1.66,49
Utah,UT,1977,0.94,0.13,0.57,1.64,49
Vermont,VT,2016,1.56,0.79,0.73,3.08,50
Vermont,VT,2015,1.57,0.78,0.73,3.07,50
Vermont,VT,2014,1.55,0.78,0.72,3.05,50
Vermont,VT,2013,1.54,0.74,0.72,3,50
Vermont,VT,2012,1.51,0.7,0.71,2.92,50
Vermont,VT,2011,1.46,0.68,0.71,2.85,50
Vermont,VT,2010,1.44,0.64,0.71,2.8,50
Vermont,VT,2009,1.43,0.64,0.7,2.77,50
Vermont,VT,2008,1.45,0.63,0.71,2.79,50
Vermont,VT,2007,1.46,0.62,0.7,2.78,50
Vermont,VT,2006,1.45,0.6,0.69,2.73,50
Vermont,VT,2005,1.44,0.57,0.68,2.69,50
Vermont,VT,2004,1.34,0.55,0.66,2.56,50
Vermont,VT,2003,1.34,0.52,0.65,2.51,50
Vermont,VT,2002,1.34,0.51,0.63,2.48,50
Vermont,VT,2001,1.34,0.48,0.63,2.45,50
Vermont,VT,2000,1.32,0.49,0.63,2.43,50
Vermont,VT,1999,1.32,0.48,0.62,2.42,50
Vermont,VT,1998,1.31,0.46,0.62,2.39,50
Vermont,VT,1997,1.29,0.45,0.63,2.37,50
Vermont,VT,1996,1.35,0.43,0.64,2.42,50
Vermont,VT,1995,1.28,0.41,0.66,2.35,50
Vermont,VT,1994,1.34,0.42,0.74,2.5,50
Vermont,VT,1993,1.34,0.44,0.74,2.52,50
Vermont,VT,1992,1.35,0.44,0.78,2.57,50
Vermont,VT,1991,1.41,0.46,0.82,2.69,50
Vermont,VT,1990,1.47,0.48,0.85,2.8,50
Vermont,VT,1989,1.49,0.53,0.89,2.91,50
Vermont,VT,1988,1.54,0.57,0.95,3.05,50
Vermont,VT,1987,1.58,0.59,1,3.18,50
Vermont,VT,1986,1.57,0.6,1.06,3.22,50
Vermont,VT,1985,1.51,0.56,1.1,3.17,50
Vermont,VT,1984,1.49,0.49,1.16,3.15,50
Vermont,VT,1983,1.53,0.5,1.2,3.23,50
Vermont,VT,1982,1.48,0.5,1.24,3.22,50
Vermont,VT,1981,1.49,0.5,1.34,3.32,50
Vermont,VT,1980,1.43,0.48,1.38,3.29,50
Vermont,VT,1979,1.53,0.46,1.47,3.46,50
Vermont,VT,1978,1.5,0.46,1.56,3.52,50
Vermont,VT,1977,1.4,0.44,1.55,3.38,50
Virginia,VA,2016,1,0.49,0.66,2.14,51
Virginia,VA,2015,1,0.48,0.65,2.13,51
Virginia,VA,2014,1.01,0.47,0.63,2.11,51
Virginia,VA,2013,1.02,0.46,0.62,2.1,51
Virginia,VA,2012,1.04,0.46,0.62,2.12,51
Virginia,VA,2011,1.05,0.46,0.61,2.12,51
Virginia,VA,2010,1.08,0.44,0.6,2.12,51
Virginia,VA,2009,1.1,0.42,0.58,2.11,51
Virginia,VA,2008,1.12,0.42,0.58,2.12,51
Virginia,VA,2007,1.13,0.41,0.57,2.1,51
Virginia,VA,2006,1.13,0.39,0.56,2.08,51
Virginia,VA,2005,1.13,0.38,0.54,2.05,51
Virginia,VA,2004,1.14,0.37,0.53,2.04,51
Virginia,VA,2003,1.14,0.36,0.52,2.02,51
Virginia,VA,2002,1.15,0.34,0.51,2,51
Virginia,VA,2001,1.15,0.32,0.5,1.97,51
Virginia,VA,2000,1.16,0.31,0.49,1.97,51
Virginia,VA,1999,1.18,0.32,0.48,1.97,51
Virginia,VA,1998,1.17,0.3,0.47,1.95,51
Virginia,VA,1997,1.11,0.29,0.48,1.88,51
Virginia,VA,1996,1.12,0.3,0.49,1.91,51
Virginia,VA,1995,1.15,0.29,0.5,1.94,51
Virginia,VA,1994,1.2,0.27,0.51,1.99,51
Virginia,VA,1993,1.24,0.27,0.54,2.05,51
Virginia,VA,1992,1.25,0.28,0.57,2.1,51
Virginia,VA,1991,1.2,0.28,0.58,2.06,51
Virginia,VA,1990,1.25,0.3,0.62,2.18,51
Virginia,VA,1989,1.23,0.31,0.65,2.18,51
Virginia,VA,1988,1.31,0.25,0.67,2.24,51
Virginia,VA,1987,1.39,0.25,0.7,2.35,51
Virginia,VA,1986,1.52,0.27,0.73,2.52,51
Virginia,VA,1985,1.45,0.3,0.79,2.54,51
Virginia,VA,1984,1.46,0.29,0.8,2.55,51
Virginia,VA,1983,1.47,0.27,0.82,2.56,51
Virginia,VA,1982,1.46,0.27,0.86,2.59,51
Virginia,VA,1981,1.23,0.27,0.89,2.39,51
Virginia,VA,1980,1.23,0.25,0.9,2.38,51
Virginia,VA,1979,1.21,0.25,0.9,2.36,51
Virginia,VA,1978,1.2,0.21,0.89,2.3,51
Virginia,VA,1977,1.17,0.21,0.89,2.27,51
Washington,WA,2016,0.96,0.52,0.78,2.26,53
Washington,WA,2015,0.97,0.53,0.77,2.26,53
Washington,WA,2014,0.97,0.53,0.76,2.26,53
Washington,WA,2013,0.95,0.53,0.76,2.24,53
Washington,WA,2012,0.96,0.53,0.76,2.25,53
Washington,WA,2011,0.97,0.54,0.75,2.25,53
Washington,WA,2010,1.01,0.52,0.73,2.25,53
Washington,WA,2009,1.1,0.51,0.74,2.34,53
Washington,WA,2008,1.11,0.5,0.75,2.37,53
Washington,WA,2007,1.14,0.5,0.74,2.38,53
Washington,WA,2006,1.08,0.48,0.72,2.28,53
Washington,WA,2005,1.11,0.55,0.68,2.34,53
Washington,WA,2004,1.11,0.53,0.66,2.3,53
Washington,WA,2003,1.07,0.47,0.68,2.21,53
Washington,WA,2002,1.09,0.43,0.66,2.17,53
Washington,WA,2001,1.09,0.4,0.65,2.15,53
Washington,WA,2000,1.11,0.41,0.66,2.18,53
Washington,WA,1999,1.11,0.4,0.63,2.14,53
Washington,WA,1998,1.12,0.39,0.63,2.14,53
Washington,WA,1997,1.09,0.42,0.63,2.15,53
Washington,WA,1996,1.09,0.4,0.63,2.12,53
Washington,WA,1995,1.17,0.4,0.63,2.2,53
Washington,WA,1994,1.18,0.39,0.65,2.23,53
Washington,WA,1993,1.19,0.39,0.69,2.27,53
Washington,WA,1992,1.26,0.46,0.72,2.44,53
Washington,WA,1991,1.23,0.43,0.73,2.39,53
Washington,WA,1990,1.27,0.46,0.76,2.49,53
Washington,WA,1989,1.25,0.47,0.76,2.47,53
Washington,WA,1988,1.23,0.5,0.77,2.51,53
Washington,WA,1987,1.24,0.56,0.79,2.59,53
Washington,WA,1986,1.23,0.61,0.82,2.66,53
Washington,WA,1985,1.21,0.59,0.87,2.67,53
Washington,WA,1984,1.23,0.57,0.91,2.7,53
Washington,WA,1983,1.29,0.54,0.94,2.76,53
Washington,WA,1982,1.32,0.52,0.98,2.83,53
Washington,WA,1981,1.38,0.54,1.04,2.96,53
Washington,WA,1980,1.51,0.51,1.08,3.1,53
Washington,WA,1979,1.39,0.47,1.08,2.94,53
Washington,WA,1978,1.36,0.47,1.07,2.91,53
Washington,WA,1977,1.34,0.45,1.06,2.85,53
West Virginia,WV,2016,1.19,0.11,0.46,1.76,54
West Virginia,WV,2015,1.21,0.11,0.47,1.78,54
West Virginia,WV,2014,1.21,0.1,0.47,1.78,54
West Virginia,WV,2013,1.24,0.1,0.46,1.8,54
West Virginia,WV,2012,1.24,0.1,0.47,1.8,54
West Virginia,WV,2011,1.22,0.1,0.46,1.78,54
West Virginia,WV,2010,1.23,0.1,0.44,1.78,54
West Virginia,WV,2009,1.23,0.1,0.44,1.77,54
West Virginia,WV,2008,1.25,0.1,0.43,1.79,54
West Virginia,WV,2007,1.23,0.1,0.42,1.75,54
West Virginia,WV,2006,1.21,0.1,0.41,1.72,54
West Virginia,WV,2005,1.23,0.1,0.4,1.73,54
West Virginia,WV,2004,1.25,0.1,0.39,1.75,54
West Virginia,WV,2003,1.23,0.1,0.38,1.72,54
West Virginia,WV,2002,1.26,0.1,0.38,1.74,54
West Virginia,WV,2001,1.25,0.1,0.37,1.72,54
West Virginia,WV,2000,1.24,0.1,0.36,1.7,54
West Virginia,WV,1999,1.22,0.1,0.37,1.69,54
West Virginia,WV,1998,1.18,0.09,0.36,1.64,54
West Virginia,WV,1997,1.12,0.09,0.37,1.58,54
West Virginia,WV,1996,1.12,0.09,0.37,1.58,54
West Virginia,WV,1995,1.12,0.08,0.38,1.58,54
West Virginia,WV,1994,1.17,0.08,0.39,1.64,54
West Virginia,WV,1993,1.18,0.08,0.4,1.67,54
West Virginia,WV,1992,1.16,0.09,0.41,1.66,54
West Virginia,WV,1991,1.18,0.09,0.43,1.7,54
West Virginia,WV,1990,1.2,0.1,0.42,1.72,54
West Virginia,WV,1989,1.15,0.11,0.39,1.65,54
West Virginia,WV,1988,1.15,0.12,0.41,1.68,54
West Virginia,WV,1987,1.13,0.13,0.41,1.68,54
West Virginia,WV,1986,1.12,0.13,0.42,1.67,54
West Virginia,WV,1985,1.13,0.13,0.42,1.69,54
West Virginia,WV,1984,1.13,0.12,0.45,1.7,54
West Virginia,WV,1983,1.14,0.13,0.49,1.76,54
West Virginia,WV,1982,1.11,0.14,0.55,1.8,54
West Virginia,WV,1981,1.05,0.14,0.65,1.85,54
West Virginia,WV,1980,1,0.09,0.72,1.81,54
West Virginia,WV,1979,0.94,0.09,0.75,1.77,54
West Virginia,WV,1978,0.93,0.09,0.76,1.78,54
West Virginia,WV,1977,0.95,0.09,0.76,1.8,54
Wisconsin,WI,2016,1.36,0.4,1.22,2.98,55
Wisconsin,WI,2015,1.39,0.39,1.2,2.98,55
Wisconsin,WI,2014,1.41,0.38,1.18,2.97,55
Wisconsin,WI,2013,1.45,0.38,1.17,2.99,55
